slug,h1,group,city_focus,published,words,similarity_to_group_representative,exact_duplicate_in_group,current_index_status,suggested_disposition,suggested_target,reason
general-uvongo,Plumbing in Uvongo,Landing Pages/general,Uvongo,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-verulam,Plumbing in Verulam,Landing Pages/general,Verulam,true,261,0.854,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-warner-beach,Plumbing in Warner Beach,Landing Pages/general,Warner Beach,true,278,0.768,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-wartburg,Plumbing in Wartburg,Landing Pages/general,Wartburg,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-waterfall,Plumbing in Waterfall,Landing Pages/general,Waterfall,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-westville,Plumbing in Westville,Landing Pages/general,Westville,true,259,0.856,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-winston-park,Plumbing in Winston Park,Landing Pages/general,Winston Park,true,278,0.768,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-zimbali,Plumbing in Zimbali,Landing Pages/general,Zimbali,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
leak-durban-north-umhlanga-la-lucia,Leak Detection in Durban North / Umhlanga / La Lucia,Landing Pages/leak,Durban North / Umhlanga / La Lucia,true,297,0.734,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
leak-amanzimtoti,Leak Detection in Amanzimtoti,Landing Pages/leak,Amanzimtoti,true,295,0.897,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-ballito,Leak Detection in Ballito,Landing Pages/leak,Ballito,true,295,0.897,false,legacy_unclassified,merge_review,/plumbers/ballito-north-coast,High template similarity and limited unique depth.
leak-berea,Leak Detection in Berea,Landing Pages/leak,Berea,true,235,0.867,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
leak-bluff,Leak Detection in Bluff,Landing Pages/leak,Bluff,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-chatsworth,Leak Detection in Chatsworth,Landing Pages/leak,Chatsworth,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-durban,Leak Detection in Durban,Landing Pages/leak,Durban,true,365,1.000,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
leak-durban-ethekwini,Leak Detection in Durban / eThekwini,Landing Pages/leak,Durban / eThekwini,true,359,0.842,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
leak-durban-north,Leak Detection in Durban North,Landing Pages/leak,Durban North,true,309,0.912,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
leak-durban-south,Leak Detection in Durban South,Landing Pages/leak,Durban South,true,309,0.912,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
leak-empangeni,Leak Detection in Empangeni,Landing Pages/leak,Empangeni,true,235,0.867,false,legacy_unclassified,merge_review,/plumbers/richards-bay,High template similarity and limited unique depth.
leak-gillitts,Leak Detection in Gillitts,Landing Pages/leak,Gillitts,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-hillcrest,Leak Detection in Hillcrest,Landing Pages/leak,Hillcrest,true,295,0.897,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
leak-hilton,Leak Detection in Hilton,Landing Pages/leak,Hilton,true,235,0.867,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
leak-howick,Leak Detection in Howick,Landing Pages/leak,Howick,true,235,0.867,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
leak-isipingo,Leak Detection in Isipingo,Landing Pages/leak,Isipingo,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-kloof,Leak Detection in Kloof,Landing Pages/leak,Kloof,true,235,0.867,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
leak-pietermaritzburg,Leak Detection in Pietermaritzburg,Landing Pages/leak,Pietermaritzburg,true,295,0.897,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
leak-kwazulu-natal,Leak Detection in KwaZulu-Natal,Landing Pages/leak,KwaZulu-Natal,true,330,0.917,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-la-lucia,Leak Detection in La Lucia,Landing Pages/leak,La Lucia,true,245,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-margate,Leak Detection in Margate,Landing Pages/leak,Margate,true,235,0.867,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
leak-morningside,Leak Detection in Morningside,Landing Pages/leak,Morningside,true,235,0.867,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
leak-mount-edgecombe,Leak Detection in Mount Edgecombe,Landing Pages/leak,Mount Edgecombe,true,245,0.793,false,legacy_unclassified,keep_review,/services/leak-detection,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
leak-musgrave,Leak Detection in Musgrave,Landing Pages/leak,Musgrave,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-new-germany,Leak Detection in New Germany,Landing Pages/leak,New Germany,true,245,0.793,false,legacy_unclassified,keep_review,/services/leak-detection,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
leak-newcastle,Leak Detection in Newcastle,Landing Pages/leak,Newcastle,true,295,0.897,false,legacy_unclassified,merge_review,/plumbers/newcastle,High template similarity and limited unique depth.
leak-pinetown,Leak Detection in Pinetown,Landing Pages/leak,Pinetown,true,295,0.897,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
leak-port-shepstone,Leak Detection in Port Shepstone,Landing Pages/leak,Port Shepstone,true,245,0.793,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
leak-queensburgh,Leak Detection in Queensburgh,Landing Pages/leak,Queensburgh,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-richards-bay,Leak Detection in Richards Bay,Landing Pages/leak,Richards Bay,true,309,0.810,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
leak-scottburgh,Leak Detection in Scottburgh,Landing Pages/leak,Scottburgh,true,235,0.867,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
leak-tongaat,Leak Detection in Tongaat,Landing Pages/leak,Tongaat,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-umdloti,Leak Detection in Umdloti,Landing Pages/leak,Umdloti,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-umhlanga,Leak Detection in Umhlanga,Landing Pages/leak,Umhlanga,true,295,0.897,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
leak-verulam,Leak Detection in Verulam,Landing Pages/leak,Verulam,true,235,0.867,false,legacy_unclassified,merge_review,/services/leak-detection,High template similarity and limited unique depth.
leak-westville,Leak Detection in Westville,Landing Pages/leak,Westville,true,295,0.897,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
loadshedding-amanzimtoti,Loadshedding Solutions in Amanzimtoti,Landing Pages/loadshedding,Amanzimtoti,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-ballito,Loadshedding Solutions in Ballito,Landing Pages/loadshedding,Ballito,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/ballito-north-coast,High template similarity and limited unique depth.
loadshedding-berea,Loadshedding Solutions in Berea,Landing Pages/loadshedding,Berea,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
loadshedding-bluff,Loadshedding Solutions in Bluff,Landing Pages/loadshedding,Bluff,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-durban,Loadshedding Solutions in Durban,Landing Pages/loadshedding,Durban,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
loadshedding-durban-north,Loadshedding Solutions in Durban North,Landing Pages/loadshedding,Durban North,true,213,0.880,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
loadshedding-durban-south,Loadshedding Solutions in Durban South,Landing Pages/loadshedding,Durban South,true,213,0.880,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
loadshedding-empangeni,Loadshedding Solutions in Empangeni,Landing Pages/loadshedding,Empangeni,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/richards-bay,High template similarity and limited unique depth.
loadshedding-gillitts,Loadshedding Solutions in Gillitts,Landing Pages/loadshedding,Gillitts,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-hillcrest,Loadshedding Solutions in Hillcrest,Landing Pages/loadshedding,Hillcrest,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
loadshedding-hilton,Loadshedding Solutions in Hilton,Landing Pages/loadshedding,Hilton,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
loadshedding-howick,Loadshedding Solutions in Howick,Landing Pages/loadshedding,Howick,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
loadshedding-isipingo,Loadshedding Solutions in Isipingo,Landing Pages/loadshedding,Isipingo,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-kloof,Loadshedding Solutions in Kloof,Landing Pages/loadshedding,Kloof,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
loadshedding-kzn,Loadshedding Solutions in KZN,Landing Pages/loadshedding,KZN,true,232,1.000,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-la-lucia,Loadshedding Solutions in La Lucia,Landing Pages/loadshedding,La Lucia,true,213,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-margate,Loadshedding Solutions in Margate,Landing Pages/loadshedding,Margate,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
loadshedding-morningside,Loadshedding Solutions in Morningside,Landing Pages/loadshedding,Morningside,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
loadshedding-mount-edgecombe,Loadshedding Solutions in Mount Edgecombe,Landing Pages/loadshedding,Mount Edgecombe,true,213,0.880,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-musgrave,Loadshedding Solutions in Musgrave,Landing Pages/loadshedding,Musgrave,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-new-germany,Loadshedding Solutions in New Germany,Landing Pages/loadshedding,New Germany,true,213,0.880,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-newcastle,Loadshedding Solutions in Newcastle,Landing Pages/loadshedding,Newcastle,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/newcastle,High template similarity and limited unique depth.
loadshedding-pietermaritzburg,Loadshedding Solutions in Pietermaritzburg,Landing Pages/loadshedding,Pietermaritzburg,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
loadshedding-pinetown,Loadshedding Solutions in Pinetown,Landing Pages/loadshedding,Pinetown,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
loadshedding-port-shepstone,Loadshedding Solutions in Port Shepstone,Landing Pages/loadshedding,Port Shepstone,true,213,0.880,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
loadshedding-queensburgh,Loadshedding Solutions in Queensburgh,Landing Pages/loadshedding,Queensburgh,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-richards-bay,Loadshedding Solutions in Richards Bay,Landing Pages/loadshedding,Richards Bay,true,213,0.880,false,legacy_unclassified,merge_review,/plumbers/richards-bay,High template similarity and limited unique depth.
loadshedding-scottburgh,Loadshedding Solutions in Scottburgh,Landing Pages/loadshedding,Scottburgh,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
loadshedding-tongaat,Loadshedding Solutions in Tongaat,Landing Pages/loadshedding,Tongaat,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-umdloti,Loadshedding Solutions in Umdloti,Landing Pages/loadshedding,Umdloti,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-umhlanga,Loadshedding Solutions in Umhlanga,Landing Pages/loadshedding,Umhlanga,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
loadshedding-verulam,Loadshedding Solutions in Verulam,Landing Pages/loadshedding,Verulam,true,205,0.943,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
loadshedding-westville,Loadshedding Solutions in Westville,Landing Pages/loadshedding,Westville,true,205,0.943,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
pricing-amanzimtoti,Plumber Pricing in Amanzimtoti,Landing Pages/pricing,Amanzimtoti,true,300,0.860,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
pricing-ballito,Plumber Pricing in Ballito,Landing Pages/pricing,Ballito,true,300,0.860,false,legacy_unclassified,merge_review,/plumbers/ballito-north-coast,High template similarity and limited unique depth.
pricing-berea,Plumber Pricing in Berea,Landing Pages/pricing,Berea,true,217,0.826,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-bluff,Plumber Pricing in Bluff,Landing Pages/pricing,Bluff,true,217,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-chatsworth,Plumber Pricing in Chatsworth,Landing Pages/pricing,Chatsworth,true,241,0.846,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-durban,Plumber Pricing in Durban,Landing Pages/pricing,Durban,true,342,1.000,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
pricing-durban-north,Plumber Pricing in Durban North,Landing Pages/pricing,Durban North,true,290,0.895,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
pricing-durban-south,Plumber Pricing in Durban South,Landing Pages/pricing,Durban South,true,290,0.895,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
pricing-empangeni,Plumber Pricing in Empangeni,Landing Pages/pricing,Empangeni,true,217,0.826,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-general,Plumber Pricing in general,Landing Pages/pricing,general,true,199,0.795,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-gillitts,Plumber Pricing in Gillitts,Landing Pages/pricing,Gillitts,true,217,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-hillcrest,Plumber Pricing in Hillcrest,Landing Pages/pricing,Hillcrest,true,276,0.855,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-hilton,Plumber Pricing in Hilton,Landing Pages/pricing,Hilton,true,217,0.826,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-howick,Plumber Pricing in Howick,Landing Pages/pricing,Howick,true,217,0.826,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-isipingo,Plumber Pricing in Isipingo,Landing Pages/pricing,Isipingo,true,217,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-kloof,Plumber Pricing in Kloof,Landing Pages/pricing,Kloof,true,217,0.826,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-kwazulu-natal,Plumber Pricing in KwaZulu-Natal,Landing Pages/pricing,KwaZulu-Natal,true,313,0.851,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-kzn,Plumber Pricing in KZN,Landing Pages/pricing,KZN,true,315,0.856,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-la-lucia,Plumber Pricing in La Lucia,Landing Pages/pricing,La Lucia,true,227,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-margate,Plumber Pricing in Margate,Landing Pages/pricing,Margate,true,217,0.826,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-morningside,Plumber Pricing in Morningside,Landing Pages/pricing,Morningside,true,217,0.826,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-mount-edgecombe,Plumber Pricing in Mount Edgecombe,Landing Pages/pricing,Mount Edgecombe,true,227,0.747,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-musgrave,Plumber Pricing in Musgrave,Landing Pages/pricing,Musgrave,true,217,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-new-germany,Plumber Pricing in New Germany,Landing Pages/pricing,New Germany,true,227,0.747,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-newcastle,Plumber Pricing in Newcastle,Landing Pages/pricing,Newcastle,true,302,0.861,false,legacy_unclassified,merge_review,/plumbers/newcastle,High template similarity and limited unique depth.
pricing-pietermaritzburg,Plumber Pricing in Pietermaritzburg,Landing Pages/pricing,Pietermaritzburg,true,325,0.855,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-pinetown,Plumber Pricing in Pinetown,Landing Pages/pricing,Pinetown,true,300,0.860,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
pricing-port-shepstone,Plumber Pricing in Port Shepstone,Landing Pages/pricing,Port Shepstone,true,227,0.747,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-queensburgh,Plumber Pricing in Queensburgh,Landing Pages/pricing,Queensburgh,true,217,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-richards-bay,Plumber Pricing in Richards Bay,Landing Pages/pricing,Richards Bay,true,316,0.771,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-scottburgh,Plumber Pricing in Scottburgh,Landing Pages/pricing,Scottburgh,true,217,0.826,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-south-africa,Plumber Pricing in South Africa,Landing Pages/pricing,South Africa,true,329,0.763,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-tongaat,Plumber Pricing in Tongaat,Landing Pages/pricing,Tongaat,true,217,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-umdloti,Plumber Pricing in Umdloti,Landing Pages/pricing,Umdloti,true,217,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-umhlanga,Plumber Pricing in Umhlanga,Landing Pages/pricing,Umhlanga,true,276,0.855,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-verulam,Plumber Pricing in Verulam,Landing Pages/pricing,Verulam,true,217,0.826,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
pricing-westville,Plumber Pricing in Westville,Landing Pages/pricing,Westville,true,300,0.860,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
solar-amanzimtoti,Solar Geyser in Amanzimtoti,Landing Pages/solar,Amanzimtoti,true,276,0.815,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-ballito,Solar Geyser in Ballito,Landing Pages/solar,Ballito,true,276,0.815,false,legacy_unclassified,keep_review,/plumbers/ballito-north-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-berea,Solar Geyser in Berea,Landing Pages/solar,Berea,true,218,0.797,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-bluff,Solar Geyser in Bluff,Landing Pages/solar,Bluff,true,218,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-chatsworth,Solar Geyser in Chatsworth,Landing Pages/solar,Chatsworth,true,218,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-durban,Solar Geyser in Durban,Landing Pages/solar,Durban,true,276,0.926,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
solar-durban-north,Solar Geyser in Durban North,Landing Pages/solar,Durban North,true,290,1.000,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
solar-durban-south,Solar Geyser in Durban South,Landing Pages/solar,Durban South,true,290,0.929,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
solar-empangeni,Solar Geyser in Empangeni,Landing Pages/solar,Empangeni,true,218,0.797,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-gillitts,Solar Geyser in Gillitts,Landing Pages/solar,Gillitts,true,218,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-hillcrest,Solar Geyser in Hillcrest,Landing Pages/solar,Hillcrest,true,276,0.815,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-hilton,Solar Geyser in Hilton,Landing Pages/solar,Hilton,true,218,0.797,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-howick,Solar Geyser in Howick,Landing Pages/solar,Howick,true,218,0.797,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-isipingo,Solar Geyser in Isipingo,Landing Pages/solar,Isipingo,true,218,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-kloof,Solar Geyser in Kloof,Landing Pages/solar,Kloof,true,218,0.797,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-kwazulu-natal,Solar Geyser in KwaZulu-Natal,Landing Pages/solar,KwaZulu-Natal,true,255,0.773,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-la-lucia,Solar Geyser in La Lucia,Landing Pages/solar,La Lucia,true,228,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-margate,Solar Geyser in Margate,Landing Pages/solar,Margate,true,218,0.797,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-morningside,Solar Geyser in Morningside,Landing Pages/solar,Morningside,true,218,0.797,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-mount-edgecombe,Solar Geyser in Mount Edgecombe,Landing Pages/solar,Mount Edgecombe,true,228,0.724,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-musgrave,Solar Geyser in Musgrave,Landing Pages/solar,Musgrave,true,218,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-new-germany,Solar Geyser in New Germany,Landing Pages/solar,New Germany,true,228,0.724,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-newcastle,Solar Geyser in Newcastle,Landing Pages/solar,Newcastle,true,276,0.815,false,legacy_unclassified,keep_review,/plumbers/newcastle,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-pietermaritzburg,Solar Geyser in Pietermaritzburg,Landing Pages/solar,Pietermaritzburg,true,276,0.815,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-pinetown,Solar Geyser in Pinetown,Landing Pages/solar,Pinetown,true,276,0.815,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-port-shepstone,Solar Geyser in Port Shepstone,Landing Pages/solar,Port Shepstone,true,228,0.724,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-queensburgh,Solar Geyser in Queensburgh,Landing Pages/solar,Queensburgh,true,218,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-richards-bay,Solar Geyser in Richards Bay,Landing Pages/solar,Richards Bay,true,290,0.729,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-scottburgh,Solar Geyser in Scottburgh,Landing Pages/solar,Scottburgh,true,218,0.797,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-tongaat,Solar Geyser in Tongaat,Landing Pages/solar,Tongaat,true,218,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
solar-umdloti,Solar Geyser in Umdloti,Landing Pages/solar,Umdloti,true,218,0.797,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
